"ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"BP","GO:0002720","positive regulation of cytokine production involved in immune response","20/2359","53/23210",9.41346893937444e-08,1.70576593793002e-06,1.06580524992093e-06,"Il6/Rsad2/Malt1/Tnfsf4/Ddx58/Il1r1/Il1b/Traf2/Nod2/H2-T23/Nr4a3/Gprc5b/Trim6/Cd36/Ticam1/Traf6/H2-M3/Arid5a/Hk1/Rtn4",20
"BP","GO:0016053","organic acid biosynthetic process","70/2359","363/23210",1.07170365953498e-07,1.93614691164038e-06,1.20975304826914e-06,"Ptgs2/Ptges/Cyp27a1/Edn1/Ptgs1/Mgst3/Nupr1/Nr1h3/Fasn/Ier3/Lipg/Il1b/Gch1/Abhd3/Hpgds/Myc/Hacd1/Dhrs9/Gatm/Gamt/Psat1/Mthfd1/Anxa1/Shmt2/Slc2a6/Hk2/Htr2a/Syk/Pla2g4a/Myo5a/Eno2/Prkag2/Stard4/Kmo/Csad/Hif1a/Mtr/Stat3/Eif6/Alox5/Tha1/Prkab1/Elovl6/Mid1ip1/Lpl/Mthfr/Elovl5/Prxl2c/Scap/Fads1/Fads3/Abcd2/Hk1/Gls/Pgk1/Per2/Tbxas1/Tpi1/Khk/Prkab2/Hacd2/Cyp39a1/Rdh10/Hacd4/Psen1/Lpgat1/Pgam1/Lta4h/Ugdh/Mri1",70
"BP","GO:1903556","negative regulation of tumor necrosis factor superfamily cytokine production","22/2359","63/23210",1.0987011263071e-07,1.97897783708489e-06,1.23651488245908e-06,"Slamf1/Gas6/Tnfaip3/Cd274/Arg2/Acp5/Trem2/Zc3h12a/Irak3/Havcr2/Trim30a/Nod2/Tspo/Gpr18/Bcl3/Dicer1/Ptpn22/Il10/C5ar2/Syt11/Vsir/Errfi1",22
"BP","GO:0051783","regulation of nuclear division","45/2359","195/23210",1.11008920794374e-07,1.99318527476671e-06,1.24539204510637e-06,"Ube2c/Met/Plk1/Edn1/Nek2/Kif11/Tnf/Bub1/Cdc20/Kif20b/Cd28/Nusap1/Cenpe/Ndc80/Il1a/Ttk/Il1b/Bora/Stil/Fbxo5/Bub1b/Aurkb/Ccnb1/Mki67/Mad2l1/Hspa1a/Lrp5/Birc5/Cdc6/Ccsap/Gen1/Osm/Sgo2a/Chek1/Cdca5/Anapc15/Tacc3/Smc1a/Chmp4b/Cit/Rcc1/Numa1/Nfe2l1/Smc3/Anapc11",45
"BP","GO:0048002","antigen processing and presentation of peptide antigen","23/2359","68/23210",1.11648300750669e-07,1.99318527476671e-06,1.24539204510637e-06,"H2-M2/H2-T10/H2-Q4/Trem2/H2-T24/Fcgr1/March1/Tapbpl/Tap1/Gm8909/H2-T23/Hfe/Tapbp/H2-Q2/Fcgr2b/Ifi30/Traf6/Slc11a1/H2-M3/Pycard/H2-Q10/Tap2/H2-Q1",23
"BP","GO:0050706","regulation of interleukin-1 beta secretion","17/2359","40/23210",1.11652832047271e-07,1.99318527476671e-06,1.24539204510637e-06,"Tnfaip3/Arg2/Zc3h12a/Nod2/Ripk2/Casp4/Pml/Nlrp1b/Casp1/Ccl3/Panx1/Ifnar1/Gsdmd/Lpl/Serpinb1a/Pycard/Hk1",17
"BP","GO:0050921","positive regulation of chemotaxis","36/2359","140/23210",1.18525306324419e-07,2.10961018593995e-06,1.31813724348957e-06,"Ccl5/Cxcl10/Met/Slamf1/Cxcl13/Gas6/Edn1/Thbs1/Cxcr4/Il1b/Trem2/Csf1/S1pr1/Lpar1/Ccl2/P2ry12/Pla2g7/Kdr/Ccl4/Rac2/Tubb2b/C1qbp/Sell/Ccr2/Ptk2b/Cmklr1/Stx3/Fn1/Pgf/Vegfb/Cxcr3/Trpv4/Serpine1/Tiam1/Fgf18/Ccr6",36
"BP","GO:2000514","regulation of CD4-positive, alpha-beta T cell activation","22/2359","64/23210",1.51413731857787e-07,2.67954025956131e-06,1.67424381769552e-06,"Tarm1/Il6/Socs1/Malt1/Il27/Tnfsf4/Cd274/Arg2/Zc3h12a/Nfkbiz/Lgals9/Ripk2/Irf1/Runx3/Il4ra/Anxa1/Tgfbr2/Il2rg/Bcl6/Ccr2/Zbtb7b/Vsir",22
"BP","GO:0046635","positive regulation of alpha-beta T cell activation","23/2359","69/23210",1.51436783286377e-07,2.67954025956131e-06,1.67424381769552e-06,"Il6/Socs1/Malt1/Tnfsf4/Cd28/Blm/Nfkbiz/Ripk2/Irf1/Runx3/Il4ra/Anxa1/Tgfbr2/H2-T23/Il2rg/Pnp/Syk/Il12b/Ptpn22/Itpkb/Ccr2/Hsph1/Zbtb7b",23
"BP","GO:0031589","cell-substrate adhesion","66/2359","339/23210",1.69953687450044e-07,2.99836182903069e-06,1.8734515137648e-06,"Antxr1/Mmp14/Bst1/Jak2/Itga5/Gas6/Plau/Itgb8/St6gal1/Pdpn/Itga6/Itgb5/Thbs1/Tdgf1/Csf1/Kif14/Itgal/Hacd1/Cass4/Arhgap6/Mmp12/Kdr/Dusp22/Src/L1cam/Gcnt2/Emilin2/Actn1/Rac2/Prex1/Lgals1/Emp2/Angptl3/Lrp1/Whamm/C1qbp/Bcar1/Sorbs1/Nid2/Cd36/Dab2/Dock1/Bcl6/Dusp3/Ptk2b/Nedd9/Fn1/Acvrl1/Rasa1/Rcc2/Edil3/Pik3r1/Notch1/Itga8/Micall2/Prkce/Unc13d/Serpine1/Tiam1/Parvg/Col8a1/Atxn3/Fmn1/Smad6/Ninj1/Fermt3",66
"BP","GO:0006140","regulation of nucleotide metabolic process","30/2359","107/23210",1.71539095459149e-07,3.00868570927768e-06,1.87990213252915e-06,"Nos2/Nupr1/Adora2b/Cdk1/Ier3/Trem2/Ccnb1/Myc/Entpd1/Tspo/Shmt2/Slc2a6/Htr2a/Me1/Prkag2/Atp7a/Atpif1/Hif1a/Stat3/Eif6/Ak4/Pid1/Prxl2c/Slc25a23/Pgk1/Pdk1/Psen1/Prkn/Pgam1/Flcn",30
"BP","GO:0006275","regulation of DNA replication","30/2359","107/23210",1.71539095459149e-07,3.00868570927768e-06,1.87990213252915e-06,"Il6/Met/Ccna2/Cdk1/Zranb3/Fbxo5/Ticrr/Blm/Brca2/Esco2/Chek2/Dna2/Cdc7/Npm1/Dbf4/Nucks1/E2f8/E2f7/Rfc5/Smc1a/Pcna/Kctd13/Rfc4/Ctc1/Cdk2/Dscc1/Msh6/Tipin/Wdr18/Smc3",30
"BP","GO:1905521","regulation of macrophage migration","17/2359","41/23210",1.72685814554499e-07,3.01999378011588e-06,1.88696769820721e-06,"Ccl5/Mmp14/Slamf1/Thbs1/Trem2/Csf1/Cd9/Ccl2/P2ry12/Stap1/Cd200r1/Cd200/Ptk2b/Cmklr1/Trpv4/Rtn4/Slamf8",17
"BP","GO:0051403","stress-activated MAPK cascade","54/2359","257/23210",1.77257440391917e-07,3.08549637080821e-06,1.92789535627032e-06,"Rasgrp1/Met/Slamf1/Il1f9/Il1rn/Edn1/Tnf/Pbk/Nod1/Trf/Gadd45b/Fas/Il1a/Il1b/Zc3h12a/Zfp36l1/Traf2/Mlkl/Dusp1/Nod2/Fgd4/Ripk2/Dusp22/Tlr3/Syk/Map3k20/Fgd2/Ptpn22/Ezr/Mapkbp1/Dab2/Dusp3/Hsph1/Fcgr2b/Zfp36/Hgf/Ptk2b/Eif2ak2/Traf6/Phlpp1/Myd88/Ptpn1/Klhdc10/Epha4/Pycard/Trpv4/Dab2ip/Tiam1/Gab1/Rell1/Map4k1/Gadd45g/Rassf2/Pak1",54
"BP","GO:0001659","temperature homeostasis","42/2359","179/23210",1.78482835279465e-07,3.08549637080821e-06,1.92789535627032e-06,"Ccl5/Ptgs2/Lcn2/Acsl1/Jak2/Il1rn/Tnf/Cebpb/Nr1h3/Cxcr4/Il1a/Il1b/Plac8/Ddit3/Lpin1/Napepld/Epas1/Gatm/Il4ra/Adrb2/Htr2a/Syk/Ptger3/Hadh/Atf4/Cd36/Stat3/Fh1/Plcl2/Ccr2/Cmklr1/Il15/Prkab1/Elovl6/Kdm6b/Notch1/Zbtb7b/Per2/Irf4/Prkab2/Flcn/Gadd45g",42
"BP","GO:0034612","response to tumor necrosis factor","42/2359","179/23210",1.78482835279465e-07,3.08549637080821e-06,1.92789535627032e-06,"Ccl5/Acod1/Il6/Jak2/Ccl8/Nfkbia/Gas6/Tnf/Ccl22/Birc3/Tdgf1/Gch1/Ccl7/Zc3h12a/Stat1/Tank/Zfp36l1/Traf2/Ccl12/Ccl2/Casp4/Irf1/Rffl/Ccl6/Syk/Ccl4/H2bc21/Dcstamp/Cebpa/Zfp36l2/Casp1/Ccl3/Zfp36/Ptk2b/Pid1/Pycard/Cxcl16/Dab2ip/Ptpn2/Prkn/Pias4/Birc2",42
"BP","GO:0140013","meiotic nuclear division","42/2359","179/23210",1.78482835279465e-07,3.08549637080821e-06,1.92789535627032e-06,"Plk1/Aspm/Bub1/Cdc20/Nuf2/Majin/Ncaph/Mybl1/Ttk/Fbxo5/Bub1b/Cdc25b/Brca2/Top2a/Smc4/Smc2/Fignl1/Aurka/Ncapd3/Rad51/Sgo1/Rad54l/Rad51c/Topbp1/Osm/Fancd2/Sgo2a/Kif18a/Mastl/Fanca/Dnmt3l/Eme1/Ndc1/Fancm/Syce2/Brip1/Cpeb1/Rmi1/Ago4/Dpep3/Meikin/Tdrkh",42
"BP","GO:0006163","purine nucleotide metabolic process","81/2359","447/23210",1.80587953641378e-07,3.11294306334249e-06,1.94504473670143e-06,"Nos2/Acsl1/Nupr1/Adora2b/Cdk1/Fasn/Ier3/Pde5a/Trem2/Ccnb1/Myc/Entpd1/Nme3/Slc25a13/Tspo/Paics/Mthfd1/Shmt2/Slc2a6/Hk2/Dgat2/Htr2a/Hprt/Oasl2/Pnp/Impdh2/Acat1/Eno2/Prkag2/Crot/Oas1a/Samhd1/Acot2/Pank1/Acot1/Acaa2/Atp7a/Nme4/Enpp1/Prps2/Adcy3/Atp5g2/Atpif1/Mocs1/Hif1a/Hsd17b4/Pank3/Ak2/Stat3/Fhit/Fam20c/Eif6/Ampd3/Far1/Ak3/Chchd10/Ak4/Nme2/Ndufs8/Mocs2/Cox4i1/Pid1/Prxl2c/Adk/Slc25a23/Adcy9/Nudt7/Suclg2/Hk1/Pgk1/Itpa/Msh2/Tpi1/Cox6a2/Khk/Pdk1/Psen1/Prkn/Pgam1/Flcn/Mecp2",81
"BP","GO:1900165","negative regulation of interleukin-6 secretion","9/2359","12/23210",1.88593382183587e-07,3.24165082061845e-06,2.02546456474463e-06,"Gas6/Zc3h12a/Bank1/Ptpn22/Cd200r1/Cd200/C5ar2/Syt11/Rabgef1",9
"BP","GO:0032655","regulation of interleukin-12 production","20/2359","55/23210",1.92301547988143e-07,3.28660827470644e-06,2.05355510725376e-06,"Slamf1/Cd40/Tnfsf4/Thbs1/Acp5/Irak3/Nod2/Il23r/Irf1/Tlr3/Mefv/Syk/Il12b/Tnfsf9/C1qbp/Il10/Cd36/Cmklr1/Traf6/H2-M3",20
"BP","GO:0050701","interleukin-1 secretion","20/2359","55/23210",1.92301547988143e-07,3.28660827470644e-06,2.05355510725376e-06,"Gas6/Tnfaip3/Arg2/Zc3h12a/Nod2/Ripk2/Casp4/Nlrc4/Pml/Nlrp1b/Cd36/Casp1/Ccl3/Panx1/Ifnar1/Gsdmd/Lpl/Serpinb1a/Pycard/Hk1",20
"BP","GO:0070374","positive regulation of ERK1 and ERK2 cascade","48/2359","218/23210",1.95032907420537e-07,3.32384694346162e-06,2.07682275950123e-06,"Ccl5/Marco/Il6/Rasgrp1/Slamf1/C3/Ccl8/Gas6/Rapgef2/Nod1/Ccl22/Il1a/Gpr183/Il1b/Ccl7/Trem2/Havcr2/Nod2/Ccl12/P2ry1/Ccl2/Icam1/Ripk2/Scimp/Glipr2/Adra1a/Kdr/Src/Htr2a/Gcnt2/Ccl6/Nqo2/Ccl4/Ptpn22/Cd4/Lrp1/Cd36/Ccl3/Ptk2b/C5ar2/Prxl2c/Vegfb/Pycard/Notch1/Trpv4/Htr2b/Fgf18/Fshr",48
"BP","GO:0033260","nuclear DNA replication","16/2359","37/23210",1.97214984370227e-07,3.35154052534261e-06,2.09412640257532e-06,"Mcm6/Brca2/Cdc45/Mcm2/Rad51/Mcm5/Mcm3/Chek2/Mcm4/Dna2/Cdc7/Dbf4/Gins1/Pola1/Pcna/Lig1",16
"BP","GO:0045444","fat cell differentiation","51/2359","238/23210",2.02837258289673e-07,3.43737731231175e-06,2.14775937539636e-06,"Ptgs2/Sod2/Socs1/Rgs2/Tnf/Itga6/Cebpb/Zc3h12a/Tmem64/Ap1s2/Zfp36l1/Plac8/Ero1l/Pparg/Ddit3/Lpin1/Napepld/Egr2/Jdp2/Lrp5/Arid5b/Sh2b2/Adrb2/Htr2a/Nr4a3/Creb5/Bnip3/Bbs4/Bbs9/Psmb8/Enpp1/Lrrc8c/Cebpa/Zfp36l2/Nr4a2/Lrp6/Alms1/Id2/Uchl3/Zfp36/Cmklr1/Nr4a1/Lpl/Gdf3/Nudt7/Trpv4/Zbtb7b/Per2/Asxl1/Smad6/Sort1",51
"BP","GO:0002886","regulation of myeloid leukocyte mediated immunity","22/2359","65/23210",2.07003019513858e-07,3.49811844212182e-06,2.18571195353041e-06,"C3/Adora2b/Ddx58/Fgr/Fcgr1/Il4ra/H2-T23/Hmox1/Syk/Stxbp1/Rac2/Cxcl1/Cd300a/Cxcl5/D6Wsu163e/Ccr2/Ticam1/Rabgef1/Pram1/Unc13d/Arg1/Lyn",22
"BP","GO:0046394","carboxylic acid biosynthetic process","69/2359","362/23210",2.08651663116523e-07,3.51610197565547e-06,2.19694851537403e-06,"Ptgs2/Ptges/Cyp27a1/Edn1/Ptgs1/Mgst3/Nupr1/Nr1h3/Fasn/Ier3/Lipg/Il1b/Gch1/Abhd3/Hpgds/Myc/Hacd1/Dhrs9/Gatm/Gamt/Psat1/Mthfd1/Anxa1/Shmt2/Slc2a6/Hk2/Htr2a/Syk/Pla2g4a/Myo5a/Eno2/Prkag2/Stard4/Kmo/Hif1a/Mtr/Stat3/Eif6/Alox5/Tha1/Prkab1/Elovl6/Mid1ip1/Lpl/Mthfr/Elovl5/Prxl2c/Scap/Fads1/Fads3/Abcd2/Hk1/Gls/Pgk1/Per2/Tbxas1/Tpi1/Khk/Prkab2/Hacd2/Cyp39a1/Rdh10/Hacd4/Psen1/Lpgat1/Pgam1/Lta4h/Ugdh/Mri1",69
"BP","GO:0071353","cellular response to interleukin-4","14/2359","29/23210",2.13692487430999e-07,3.59098883906395e-06,2.24373970189973e-06,"Mrc1/Fasn/Rpl3/Parp14/Nfil3/Mcm2/Pml/Cd300lf/Impdh2/Dcstamp/Cdk4/Ptpn2/Keap1/Rplp0",14
"BP","GO:0051302","regulation of cell division","38/2359","156/23210",2.44401110469726e-07,4.0955907537211e-06,2.55902760735198e-06,"Susd2/Plk1/Kif23/Ect2/Aspm/Kif20a/Prc1/Kif20b/Il1a/Racgap1/Il1b/Aurkb/Kif14/Myc/Cdc25b/Blm/Brca2/Zbtb18/Aurka/Cdc6/Plk3/Cenpv/Pkp4/Bbs4/E2f8/E2f7/Kif18b/Cit/Ptch1/Pgf/Vegfb/Prkce/Sstr5/Htr2b/Orc6/Cdk2ap2/Incenp/Flcn",38
"BP","GO:1900542","regulation of purine nucleotide metabolic process","29/2359","103/23210",2.48089635104065e-07,4.14585345773904e-06,2.59043300279712e-06,"Nos2/Nupr1/Adora2b/Cdk1/Ier3/Trem2/Ccnb1/Myc/Entpd1/Tspo/Shmt2/Slc2a6/Htr2a/Prkag2/Atp7a/Atpif1/Hif1a/Stat3/Eif6/Ak4/Pid1/Prxl2c/Slc25a23/Pgk1/Pdk1/Psen1/Prkn/Pgam1/Flcn",29
"BP","GO:0046636","negative regulation of alpha-beta T cell activation","17/2359","42/23210",2.62662060389537e-07,4.37721594266884e-06,2.7349940739205e-06,"Tarm1/Socs1/Tnfsf4/Adora2a/Cd274/Arg2/Zc3h12a/Lgals9/Irf1/Runx3/Il4ra/Anxa1/Hfe/Cd300a/Bcl6/Zbtb7b/Vsir",17
"BP","GO:0006979","response to oxidative stress","74/2359","400/23210",2.63530179152388e-07,4.37955126458776e-06,2.73645324150386e-06,"Ptgs2/Cd38/Hp/Lcn2/Il6/Met/Sod2/Sesn1/Jak2/Slc7a11/Ect2/Tnf/Ptgs1/1600014C10Rik/Tnfaip3/Gsr/Prdx5/Thbs1/Rbpms/Gch1/Zc3h12a/Traf2/Prdx6/Srxn1/Epas1/Pml/Anxa1/Plk3/Src/Idh1/Hmox1/Glrx/Fancd2/Slc11a2/Msra/Melk/Nr4a3/Kpna4/Ppp1r15b/Bnip3/Rest/Atf4/Atp7a/Bcar1/Il10/Etv5/Nr4a2/Hif1a/Mtr/Cd36/Prkra/Nqo1/Hsph1/Hgf/Txnrd1/Ptk2b/Ndufs8/Vrk2/Tmem161a/Mtf1/Lig1/Ccs/Kdm6b/Aifm1/Gclm/Pnkp/Nfe2l1/Stk26/Pdk1/Gab1/Psen1/Prkn/Gpx3/Sfpq",74
"BP","GO:0032732","positive regulation of interleukin-1 production","20/2359","56/23210",2.7064509555786e-07,4.48540191425919e-06,2.80259137664816e-06,"Jak2/Malt1/Nod1/Ifi211/Havcr2/Nod2/Mndal/Lgals9/Ripk2/Casp4/Ifi204/Nlrp1b/Casp1/Ccl3/Panx1/Ifnar1/Gsdmd/Lpl/Pycard/Hk1",20
"BP","GO:0006914","autophagy","72/2359","386/23210",2.74431730852054e-07,4.52323641864646e-06,2.82623132191113e-06,"Iigp1/Sesn1/Dcn/1600014C10Rik/Nupr1/Tnfaip3/Nod1/Tmem150b/Trem2/Zc3h12a/Sh3bp4/Irgm1/Irgm2/Trim30a/Ddit3/Tpcn1/Nod2/Tspo/Ripk2/Sqstm1/Adra1a/Smurf1/Kdr/Atp6v0a1/Plk3/Mefv/Hk2/Adrb2/Hmox1/C9orf72/Trim21/Ptpn22/Mtdh/Trim12a/Wdr41/Tmem150a/Bnip3/Nampt/Vti1a/Ulk2/Il10/Vps13c/Atpif1/Hif1a/Fundc2/Dram1/Stat3/Lgals8/Casp1/Acbd5/Vps13a/Chmp4b/Ticam1/Fyco1/Tbk1/Calcoco2/Atg4a/Ulk3/Pip4k2a/Pycard/Mtm1/Atg4d/Trim13/Tmem173/Gopc/Ikbkg/Htr2b/Psen1/Prkn/Atg5/Flcn/Arsb",72
"BP","GO:0061919","process utilizing autophagic mechanism","72/2359","386/23210",2.74431730852054e-07,4.52323641864646e-06,2.82623132191113e-06,"Iigp1/Sesn1/Dcn/1600014C10Rik/Nupr1/Tnfaip3/Nod1/Tmem150b/Trem2/Zc3h12a/Sh3bp4/Irgm1/Irgm2/Trim30a/Ddit3/Tpcn1/Nod2/Tspo/Ripk2/Sqstm1/Adra1a/Smurf1/Kdr/Atp6v0a1/Plk3/Mefv/Hk2/Adrb2/Hmox1/C9orf72/Trim21/Ptpn22/Mtdh/Trim12a/Wdr41/Tmem150a/Bnip3/Nampt/Vti1a/Ulk2/Il10/Vps13c/Atpif1/Hif1a/Fundc2/Dram1/Stat3/Lgals8/Casp1/Acbd5/Vps13a/Chmp4b/Ticam1/Fyco1/Tbk1/Calcoco2/Atg4a/Ulk3/Pip4k2a/Pycard/Mtm1/Atg4d/Trim13/Tmem173/Gopc/Ikbkg/Htr2b/Psen1/Prkn/Atg5/Flcn/Arsb",72
"BP","GO:0000910","cytokinesis","38/2359","157/23210",2.91199027600905e-07,4.77344237070039e-06,2.98256626290788e-06,"Plk1/Stmn1/Kif23/Anln/Ect2/Kif20a/Prc1/Cenpa/Kif20b/Nusap1/Snx18/Racgap1/Daxx/Aurkb/Cep55/Kif14/Ckap2/Cdc25b/Brca2/Aurka/Birc5/Cdc6/Plk3/Kif4/Cenpv/Pkp4/Mitd1/Bbs4/E2f8/Ist1/E2f7/Chmp4b/Cit/Sept6/Prkce/Sstr5/Incenp/Flcn",38
"BP","GO:0045834","positive regulation of lipid metabolic process","38/2359","157/23210",2.91199027600905e-07,4.77344237070039e-06,2.98256626290788e-06,"Ptgs2/Tnf/Fabp3/Adora2b/Nr1h3/Fgr/Il1a/Il1b/Pparg/Nod2/Vav3/Anxa1/Src/Dgat2/Htr2a/Pla2g4a/Fdps/Nr4a3/Stard4/Angptl3/Klk1b4/Sorbs1/Cd36/Dab2/Por/Dbi/Ptk2b/Mid1ip1/Elovl5/Capn2/Abcd2/Prkce/Dgkz/Htr2b/Vav2/Rdh10/Lpgat1/Lyn",38
"BP","GO:0043087","regulation of GTPase activity","59/2359","295/23210",2.93255343605641e-07,4.79408735633569e-06,2.99546576663542e-06,"Ccl5/Rasgrp1/Cxcl13/Ccl8/Ect2/Chn2/Mex3b/Cd40/Rapgef2/Ccl22/Rasgrp3/Itga6/Arhgap15/Snx18/Sipa1l1/Ccl7/Rgs10/Plxnc1/Sh3bp4/Ric1/Tbc1d4/S1pr1/Arhgap6/Ccl12/Ccl2/Icam1/Vav3/Tbc1d9/Ccl6/Agrn/Ccl4/Tbc1d13/Prex1/Pkp4/Bbs4/Rapgef6/Arhgap27/Bcl6/Vav1/Arhgef7/Lrch1/Rtn4r/Plxna1/Ccl3/Ptk2b/Nedd9/Rasa1/Rcc2/Mmut/Arhgap24/Epha4/Pycard/Dab2ip/Arap2/Tiam1/Sgsm2/Vav2/Rhog/Flcn",59
"BP","GO:0052548","regulation of endopeptidase activity","65/2359","337/23210",2.98910576830666e-07,4.87329547483275e-06,3.04495698149282e-06,"Ptgs2/Il6/Jak2/Gas6/Malt1/Tnf/Nod1/Adora2a/Timp2/Tnfsf10/Timp1/Serpinb9/Cst7/Thbs1/Fas/Birc3/Tnfsf15/Stat1/Bcl2a1d/Naip1/Serpinb2/Myc/Pparg/Serpinb6a/Ripk2/Casp4/Nlrc4/Birc5/Rffl/Psmb9/Pml/Src/Mefv/Dhcr24/Psme2/Naip2/Syk/Ift57/Slc11a2/Mdm2/Rest/Nlrp1b/Psmb8/Gsn/Stat3/Serpinb6b/Serpina3g/Casp1/Serpinb6c/Por/Hgf/Nr4a1/Hip1/Bak1/Serpinb1a/Epha4/Pycard/Aifm1/Serpine1/Vsir/Mical1/Serpinb9b/Lyn/Cyfip2/Birc2",65
"BP","GO:0045005","DNA-dependent DNA replication maintenance of fidelity","16/2359","38/23210",3.08506360327621e-07,5.01614665873234e-06,3.13421397647207e-06,"Zranb3/Blm/Brca2/Rad51/Gen1/Dna2/Pole/Samhd1/Nucks1/Eme1/Ddx11/Mms22l/Fancm/Pcna/Pold1/Tipin",16
"BP","GO:0030261","chromosome condensation","18/2359","47/23210",3.16719486089501e-07,5.1220011513829e-06,3.20035451280591e-06,"Cdk1/Nusap1/Ncaph/H1f5/Ccnb1/Ncapg/Top2a/Smc4/Smc2/H1f1/Ncapd3/Ncapg2/Cdca5/Ncapd2/H1f3/H3f3b/Banf1/H3f3a",18
"BP","GO:0050704","regulation of interleukin-1 secretion","18/2359","47/23210",3.16719486089501e-07,5.1220011513829e-06,3.20035451280591e-06,"Gas6/Tnfaip3/Arg2/Zc3h12a/Nod2/Ripk2/Casp4/Pml/Nlrp1b/Casp1/Ccl3/Panx1/Ifnar1/Gsdmd/Lpl/Serpinb1a/Pycard/Hk1",18
"BP","GO:0006732","coenzyme metabolic process","64/2359","331/23210",3.35630513363696e-07,5.41327927183912e-06,3.38235237257445e-06,"Acsl1/Nupr1/Fasn/Prdx5/Ier3/Gch1/Myc/Coq8a/Gamt/Tpk1/Pdxk/Mthfd1/Folr1/Shmt2/Gpd2/Slc2a6/Hk2/Dgat2/Idh1/Htr2a/Me1/Idh2/Acat1/Eno2/Prkag2/Crot/Acot2/Pank1/Acot1/Acaa2/Nampt/Kmo/Qdpr/Mocs1/Hif1a/Mtr/Idh3g/Mat2a/Hsd17b4/Pank3/Mdh1/Stat3/Coq10b/Eif6/Slc37a2/Far1/Txnrd1/Cbr2/Tyms/Mthfr/Mocs2/Prxl2c/Mthfd2/Nudt7/Suclg2/Hk1/Pgk1/Tpi1/Khk/Rfk/Pdk1/Psen1/Pgam1/Dnmt1",64
"BP","GO:0008608","attachment of spindle microtubules to kinetochore","14/2359","30/23210",3.63131420883251e-07,5.84117280222898e-06,3.6497109596794e-06,"Nek2/Ect2/Kif2c/Nuf2/Knstrn/Knl1/Cenpe/Ndc80/Racgap1/Spag5/Ccnb1/Brca2/Sgo1/Rcc2",14
"BP","GO:0031098","stress-activated protein kinase signaling cascade","58/2359","290/23210",3.68355208401606e-07,5.90939982331749e-06,3.69234091004108e-06,"Rasgrp1/Met/Slamf1/Il1f9/Il1rn/Edn1/Tnf/Pbk/Nod1/Trf/Gadd45b/Fas/Il1a/Il1b/Zc3h12a/Zfp36l1/Traf2/Mlkl/Dusp1/Nod2/Fgd4/Ripk2/Dusp22/Tlr3/Syk/Map3k20/Fgd2/Ptpn22/Ezr/Mapkbp1/Dab2/Dusp3/Hsph1/Fcgr2b/Zfp36/Hgf/Ptk2b/Stk10/Eif2ak2/Traf6/Phlpp1/Myd88/Ptpn1/Klhdc10/Epha4/Pycard/Trpv4/Dab2ip/Tiam1/Errfi1/Stk26/Gab1/Rell1/Map4k1/Lyn/Gadd45g/Rassf2/Pak1",58
"BP","GO:0016239","positive regulation of macroautophagy","22/2359","67/23210",3.78179756933199e-07,6.05087611093118e-06,3.78073883541e-06,"Sesn1/Dcn/Nod1/Irgm1/Irgm2/Nod2/Ripk2/Smurf1/Kdr/Adrb2/Hmox1/C9orf72/Bnip3/Vps13c/Hif1a/Fyco1/Tbk1/Pip4k2a/Trim13/Tmem173/Ikbkg/Prkn",22
"BP","GO:0032720","negative regulation of tumor necrosis factor production","21/2359","62/23210",3.84067476260342e-07,6.12877967422339e-06,3.82941493152501e-06,"Slamf1/Gas6/Tnfaip3/Arg2/Acp5/Trem2/Zc3h12a/Irak3/Havcr2/Trim30a/Nod2/Tspo/Gpr18/Bcl3/Dicer1/Ptpn22/Il10/C5ar2/Syt11/Vsir/Errfi1",21
"BP","GO:0050764","regulation of phagocytosis","29/2359","105/23210",3.88133196815036e-07,6.17727331227316e-06,3.85971497027706e-06,"C3/Gas6/Tnf/Mex3b/Il15ra/Pros1/Siglece/Fgr/Hck/Il1b/Trem2/Fcgr1/Pparg/Nod2/Ccl2/Il2rg/Syk/Cd300lf/Lrp1/Cd300a/Cd36/Stap1/Fcgr2b/Il15/Syt11/Slc11a1/Pycard/C2/Atg5",29
"BP","GO:0071674","mononuclear cell migration","25/2359","83/23210",4.04940781648422e-07,6.42776713033485e-06,4.01622977716016e-06,"Ccl5/Cxcl10/Slamf1/Ccl8/Ccl22/Thbs1/Ccl7/Csf1/Dusp1/Ccl12/Ccl2/Pla2g7/Ptpro/Anxa1/Ccl6/Ccl4/Rps19/Ccr2/Ccl3/Cmklr1/Trpv4/Serpine1/Jaml/Slamf8/Lyn",25
