"ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"BP","GO:1902739","regulation of interferon-alpha secretion","6/2780","11/23210",0.000792913565671789,0.00435815693102966,0.0026752437330413,"Ddx58/Ifih1/Mmp12/Dhx9/Ptpn22/Hmgb1",6
"BP","GO:1902741","positive regulation of interferon-alpha secretion","6/2780","11/23210",0.000792913565671789,0.00435815693102966,0.0026752437330413,"Ddx58/Ifih1/Mmp12/Dhx9/Ptpn22/Hmgb1",6
"BP","GO:1903977","positive regulation of glial cell migration","6/2780","11/23210",0.000792913565671789,0.00435815693102966,0.0026752437330413,"Trem2/Lrp1/P2rx4/P2ry12/Ccr2/Csf1",6
"BP","GO:0000726","non-recombinational repair","16/2780","57/23210",0.000800795077917534,0.00439750070339719,0.00269939480931646,"Parp9/Pola1/Mlh1/Dtx3l/Lig1/Rif1/Polq/Prkdc/Prpf19/Parp3/Mre11a/Xrcc6/Nsd2/Fh1/Polb/Trp53bp1",16
"BP","GO:0051781","positive regulation of cell division","20/2780","79/23210",0.00081801901296426,0.00448655586744753,0.00275406109905568,"Ect2/Kif23/Racgap1/Kif20b/Kif14/Aurkb/Cdc6/Cit/Il1a/Il1b/Cenpv/Kif3b/Pdgfb/Cdc25b/Vegfb/Pgf/Prkce/Vegfa/Cspp1/Ybx1",20
"BP","GO:0046427","positive regulation of JAK-STAT cascade","24/2780","102/23210",0.000818488313373797,0.00448655586744753,0.00275406109905568,"Ccl5/Il6/Socs1/Jak2/Cd40/Parp14/Parp9/Clcf1/Il18/Il10/Il15/Arl2bp/Osm/Ptk2b/Il12a/Hcls1/Tnf/Cd300a/Pecam1/Notch1/Cxcl5/Il12b/Hdac2/Lyn",24
"BP","GO:0008154","actin polymerization or depolymerization","40/2780","201/23210",0.000826417533566206,0.00452495593068232,0.00277763288183978,"Cdc42ep3/Cdc42ep2/Abi2/Add3/Whamm/Arhgap18/Baiap2/Bbs4/Cit/Pstpip2/Diaph3/Icam1/Prex1/Msrb1/Micall2/Ptk2b/Hcls1/Ap1ar/Jmy/Abitram/Csf3/Nck2/Swap70/Pstpip1/Snx9/Pecam1/Gas7/Dbnl/Trim27/Prkce/Eps8/Grb2/Gsn/Vasp/Tmod1/Coro1b/Mtss1/Plekhg2/Rdx/Enah",40
"BP","GO:0009262","deoxyribonucleotide metabolic process","11/2780","32/23210",0.00082912132770826,0.00452495593068232,0.00277763288183978,"Cmpk2/Rrm2/Pnp/Rrm1/Dctd/Ak3/Samhd1/Tyms/Adk/Tbpl1/Dtymk",11
"BP","GO:0031572","G2 DNA damage checkpoint","11/2780","32/23210",0.00082912132770826,0.00452495593068232,0.00277763288183978,"Plk1/Cdk1/Ier3/Chek1/Dtl/Clspn/Syf2/Brca1/Atm/Mre11a/Blm",11
"BP","GO:0072538","T-helper 17 type immune response","11/2780","32/23210",0.00082912132770826,0.00452495593068232,0.00277763288183978,"Batf/Il6/Zc3h12a/Malt1/Slamf6/Arid5a/Stat3/Loxl3/Il27ra/Ly9/Zbtb7b",11
"BP","GO:0048871","multicellular organismal homeostasis","82/2780","486/23210",0.000829215480634989,0.00452495593068232,0.00277763288183978,"Ccl5/Lcn2/Cd38/Ptgs2/Acsl1/Met/Stmn1/Il6/Acp5/Cebpb/Il1rn/Jak2/Il4ra/Fcgr4/Tfrc/Tmem64/Plac8/Hadh/Prdx5/Nanos1/Gadd45g/S1pr1/Kdr/Slc28a2/Tlr9/Il18/Cmklr1/Adrb2/Nod2/Trf/Bbs4/Elovl6/Napepld/Syk/Il1a/Plcl2/Tlr4/Il1b/Il15/Lpin1/Gatm/Slc11a2/Kdm6b/Pemt/Fabp4/Ptk2b/Ddit3/Bcl2/Dcstamp/Ctsh/Rac2/Poc1b/Snx10/Nr4a3/Tnf/Arrdc3/Stat3/Gcnt2/Ccr2/Csf1/Src/Chmp4b/Cd36/Vhl/Ppargc1b/Notch1/Gpr55/Fabp5/Fh1/Vegfa/Bbs10/Gja1/Pask/Sirt6/Pctp/Lrp6/Nr1d1/Vps54/Wdr36/Decr1/Rpa1/Zbtb7b",82
"BP","GO:0048002","antigen processing and presentation of peptide antigen","18/2780","68/23210",0.000834778583201305,0.00455122780922039,0.0027937598087785,"H2-T10/H2-M2/March1/Tapbpl/Fcgr1/H2-Q4/H2-T24/Fcgr2b/Trem2/Tap1/H2-T23/Tapbp/Ide/H2-M3/H2-Ab1/H2-DMb2/H2-Q1/H2-Q10",18
"BP","GO:0051604","protein maturation","55/2780","300/23210",0.00083770765766128,0.00456310470512807,0.00280105041162916,"Mmp14/C3/Cst7/Cfh/C1rl/Sde2/Gcsh/Psen2/Birc3/Myc/C1qbp/Thbs1/Casp3/C1ra/Cln5/Dhcr24/Il1b/Plau/Fxn/Pidd1/Naa40/Tbc1d10a/Naa10/Casp1/Ctsh/Pitrm1/Naa50/Tspan5/Plgrkt/Rps6ka2/Srgn/Src/Prkacb/Psen1/C1rb/Yae1d1/Naa15/Cideb/Phb/Serpine1/Fmr1/Susd4/Bak1/Capn2/Klk1b1/Gsn/Isca2/Tnp2/F7/Spcs3/Ero1l/Cpn1/Cyfip2/Ctnnd1/Lipt1",55
"BP","GO:0043371","negative regulation of CD4-positive, alpha-beta T cell differentiation","9/2780","23/23210",0.000845877268706324,0.00459936307376185,0.00282330752053848,"Il4ra/Zc3h12a/Irf1/Runx3/Anxa1/Tnfsf4/Bcl6/Loxl3/Zbtb7b",9
"BP","GO:1903306","negative regulation of regulated secretory pathway","9/2780","23/23210",0.000845877268706324,0.00459936307376185,0.00282330752053848,"Stxbp3/Lgals9/Rabgef1/Rest/Hmox1/Cd300a/Ccr2/Notch1/Fmr1",9
"BP","GO:1902750","negative regulation of cell cycle G2/M phase transition","15/2780","52/23210",0.000846947345731302,0.00460106605424538,0.00282435289084941,"Plk1/Ticrr/Cdk1/Topbp1/Cdc6/Ier3/Chek1/Dtl/Clspn/Syf2/Brca1/Atm/Mre11a/Blm/Rad21",15
"BP","GO:0042180","cellular ketone metabolic process","39/2780","195/23210",0.00086268787403612,0.00468239248773712,0.00287427491866358,"Ptgs2/Fabp3/Dhrs9/Slc7a11/Stard4/Wdtc1/Scap/Coq8a/Anxa1/Oxct1/Il1b/Pparg/Akr7a5/Dgat2/Kdsr/Rest/Pdk3/Stard3/Comt/Glo1/Pdss1/Nr4a3/Dab2/Brca1/Slc7a7/Cacna1a/Pdk1/Ankrd26/Fabp5/Prkce/Fh1/Elovl5/Slc37a2/Prkag2/Gk/Nr1d1/Erlin2/Park7/Akt1",39
"BP","GO:0007623","circadian rhythm","41/2780","208/23210",0.000873064422321023,0.00473448583701115,0.00290625229083809,"Nos2/Il6/Adora2a/Fas/Rock2/Suv39h1/Cdk1/Top2a/Nfil3/Ciart/Ddb1/Pml/Mat2a/Sik1/Impdh2/Usp9x/Pparg/Cipc/Phlpp1/Per1/Casp1/Kdm5b/Setx/Dhx9/Huwe1/Id2/Gpr176/Prkdc/Gpr157/Ezh2/Bhlhe40/Id3/Ppp1cc/Thrap3/Klf10/Timeless/Nr1d1/Btrc/Sfpq/Nampt/Hdac2",41
"BP","GO:0002639","positive regulation of immunoglobulin production","14/2780","47/23210",0.000880483679229005,0.00475107896462508,0.00291643794072708,"Il6/Cd28/Il4ra/Cd40/Tfrc/Tlr9/Clcf1/Tnfsf4/Mlh1/H2-T23/Rif1/Nsd2/Pms2/Trp53bp1",14
"BP","GO:0045581","negative regulation of T cell differentiation","14/2780","47/23210",0.000880483679229005,0.00475107896462508,0.00291643794072708,"Socs1/Il4ra/Zc3h12a/Fgl2/Irf1/Runx3/Anxa1/Tnfsf4/Bcl6/Cd44/Loxl3/Zfp608/Tmem131l/Zbtb7b",14
"BP","GO:0045907","positive regulation of vasoconstriction","14/2780","47/23210",0.000880483679229005,0.00475107896462508,0.00291643794072708,"Cd38/Ptgs2/Ptgs1/Adra1a/Pde5a/Add3/Hrh2/Smad6/Icam1/Alox5/Pdgfb/Gja1/Ptafr/Akt1",14
"BP","GO:0000096","sulfur amino acid metabolic process","12/2780","37/23210",0.000880813619531578,0.00475107896462508,0.00291643794072708,"Slc7a11/Mthfd1/Mthfr/Comt/Mmut/Csad/Mtap/Mtr/Cacna1a/Mri1/Enoph1/Gclc",12
"BP","GO:0002717","positive regulation of natural killer cell mediated immunity","12/2780","37/23210",0.000880813619531578,0.00475107896462508,0.00291643794072708,"Rasgrp1/Slamf6/Nectin2/Cadm1/H2-T23/Il12a/Pvr/Ulbp1/Vav1/H2-M3/Mill2/Il12b",12
"BP","GO:0045954","positive regulation of natural killer cell mediated cytotoxicity","12/2780","37/23210",0.000880813619531578,0.00475107896462508,0.00291643794072708,"Rasgrp1/Slamf6/Nectin2/Cadm1/H2-T23/Il12a/Pvr/Ulbp1/Vav1/H2-M3/Mill2/Il12b",12
"BP","GO:0032386","regulation of intracellular transport","75/2780","438/23210",0.000886458998266938,0.00477729100218503,0.00293252813443103,"Ptgs2/Gbp4/Ect2/Adora2a/Kif20b/Spag5/Il4ra/Zc3h12a/Adora2b/Adra1a/Ttc21b/Gas6/Fgr/Adrb2/Rabgef1/Ier3/Ptpn1/P2ry2/Syk/Ifi27/Zfand1/Ipo5/Camk1/Dnajc27/Cyth1/Hcls1/P2ry1/Hmox1/Apba1/Dhx9/Rac2/Atpif1/Ccl2/Rangap1/Cd300a/Dab2/Sphk2/Ptpn22/Mecp2/Vamp7/Ran/Ehd1/Src/Rims1/Cd36/Psen1/Tbc1d20/Htr1a/Plk3/Ppp1cc/Rims3/D6Wsu163e/Fmr1/Tpr/Prkce/Atp13a2/Gcc2/Tm9sf4/Napb/Ice1/Pik3r1/Pak1/Trim28/C2cd5/Fis1/Ezr/Ubac2/Rdx/Park7/Snx3/Unc13d/Ncs1/Thoc2/Cpsf6/Lyn",75
"BP","GO:0007080","mitotic metaphase plate congression","13/2780","42/23210",0.000894614565757212,0.00481270968605141,0.0029542698049458,"Kif2c/Nuf2/Ndc80/Cenpe/Kif14/Ccnb1/Cenpc1/Cdca5/Kif18a/Kif22/Cdca8/Chmp2a/Chmp4b",13
"BP","GO:0030866","cortical actin cytoskeleton organization","13/2780","42/23210",0.000894614565757212,0.00481270968605141,0.0029542698049458,"Ect2/Kif23/Anln/Racgap1/Rock2/Cit/Wipf2/Tnf/Tln1/Epb41l3/Fmnl1/Ezr/Llgl1",13
"BP","GO:0007292","female gamete generation","31/2780","145/23210",0.000906213789678169,0.00487079896326577,0.00298992776249161,"Ptgs2/Plk1/Aspm/Fbxo5/Ttk/Top2a/Pde5a/Ccnb1/Ncaph/Sgo2a/Inhba/Aurka/Brca2/Rad51c/Mlh1/Mastl/Plau/Trip13/Alms1/Ptk2b/Bcl2/Atm/Rps6ka2/Src/Rps6/Mcm8/Etv6/Cdc25b/Washc5/Mcm9/H3f3a",31
"BP","GO:0045453","bone resorption","19/2780","74/23210",0.000908959599507568,0.00487343158882465,0.00299154379310714,"Cd38/Il6/Acp5/Fcgr4/Tfrc/Tmem64/S1pr1/Adrb2/Trf/Syk/Ptk2b/Dcstamp/Rac2/Snx10/Src/Ppargc1b/Gpr55/Vegfa/Lrp6",19
"BP","GO:0006278","RNA-dependent DNA biosynthetic process","17/2780","63/23210",0.000910712006070868,0.00487343158882465,0.00299154379310714,"Nek2/Aurkb/Pml/Nop10/Cct2/Rad50/Cct5/Cct4/Pnkp/Atm/Parn/Src/Terf1/Smg7/Atr/Stn1/Rpa1",17
"BP","GO:0007004","telomere maintenance via telomerase","17/2780","63/23210",0.000910712006070868,0.00487343158882465,0.00299154379310714,"Nek2/Aurkb/Pml/Nop10/Cct2/Rad50/Cct5/Cct4/Pnkp/Atm/Parn/Src/Terf1/Smg7/Atr/Stn1/Rpa1",17
"BP","GO:0008652","cellular amino acid biosynthetic process","17/2780","63/23210",0.000910712006070868,0.00487343158882465,0.00299154379310714,"Shmt2/Psat1/Mthfd1/Gls/Gatm/Mthfr/Aasdhppt/Asns/Mtap/Aldh18a1/Mtr/Got2/Mri1/Phgdh/Enoph1/Park7/Gamt",17
"BP","GO:0030330","DNA damage response, signal transduction by p53 class mediator","17/2780","63/23210",0.000910712006070868,0.00487343158882465,0.00299154379310714,"Batf/Bcl3/Smyd2/Brca2/Pml/Npm1/Pidd1/Chek2/Psmd10/E2f7/Cd44/Atrx/Atm/Kmt5a/Atr/Usp10/Eef1e1",17
"BP","GO:0009144","purine nucleoside triphosphate metabolic process","52/2780","281/23210",0.000918625168108745,0.00491145329545564,0.00301488332263621,"Nupr1/Shmt2/Cdk1/Ccnb1/Tspo/Trem2/Nme3/Slc25a13/Pnp/Myc/Mocs2/Ier3/Fam20c/Ak3/Impdh2/Samhd1/Aldoc/Ola1/Fxn/Nudt5/Khk/Adk/Atp5g2/Slc2a6/Atpif1/Nme1/Hif1a/Slc25a23/Sphk2/Stat3/Mecp2/Atp7a/Mfn1/Enpp1/Hk2/Ran/Adpgk/Psen1/Atp5g1/Nme2/Myog/Entpd1/Mocs1/Prkag2/Nme4/Sirt6/Opa1/Ppif/Pfkp/Park7/Slc25a33/Pde2a",52
"BP","GO:0002363","alpha-beta T cell lineage commitment","8/2780","19/23210",0.0009322413265646,0.00497113598612825,0.00305151939304848,"Batf/Il6/Slamf6/Bcl2/Stat3/Loxl3/Spn/Ly9",8
"BP","GO:0060099","regulation of phagocytosis, engulfment","8/2780","19/23210",0.0009322413265646,0.00497113598612825,0.00305151939304848,"C3/Fcgr1/Trem2/Siglece/Pparg/Stap1/Cd300a/Cd36",8
"BP","GO:0090036","regulation of protein kinase C signaling","8/2780","19/23210",0.0009322413265646,0.00497113598612825,0.00305151939304848,"Cd40/Adra1a/Phlpp1/Sphk2/Vegfa/Gpd1l/Wnt11/Flt4",8
"BP","GO:0000212","meiotic spindle organization","7/2780","15/23210",0.000940106798614318,0.00499773340760831,0.00306784615370801,"Aspm/Fbxo5/Aurka/Atrx/Dicer1/Washc5/Espl1",7
"BP","GO:0071243","cellular response to arsenic-containing substance","7/2780","15/23210",0.000940106798614318,0.00499773340760831,0.00306784615370801,"Zc3h12a/Daxx/Gsto1/Zfand1/Hmox1/Ddx3x/Ppif",7
"BP","GO:1903978","regulation of microglial cell activation","7/2780","15/23210",0.000940106798614318,0.00499773340760831,0.00306784615370801,"Cst7/Trem2/Pparg/Stap1/Ctsc/Atm/Nr1d1",7
"BP","GO:0034763","negative regulation of transmembrane transport","29/2780","133/23210",0.000940517686840584,0.00499773340760831,0.00306784615370801,"Gpr35/Rgs2/Sh2b2/Stxbp3/Myc/Tlr9/Thbs1/Pkd2/Gsto1/Gem/Il1b/Slc9a3r1/Slc30a1/Tnf/Kcne3/Atp7a/Enpp1/Fmr1/Ywhaq/Grk6/Fabp5/Prkce/Sirt6/Upk3b/Ppif/Park7/Akt1/Agrn/Crbn",29
"BP","GO:0010811","positive regulation of cell-substrate adhesion","28/2780","127/23210",0.000952427821785732,0.0050566015097253,0.00310398219097258,"Jak2/Itga6/Itga5/Hacd1/Cass4/Dock1/Tdgf1/Kdr/L1cam/C1qbp/Thbs1/Prex1/Emp2/Ptk2b/Dab2/Edil3/Csf1/Fn1/Cdk6/Cd36/Prkce/Vegfa/Nedd9/S100a10/Net1/Utrn/Triobp/Unc13d",28
"BP","GO:0031647","regulation of protein stability","51/2780","275/23210",0.000972791428245331,0.00516020863202737,0.00316758116389244,"Plk1/Usp18/Irgm2/Plpp3/Pim1/Casp3/Aurka/Lmna/Pml/Usp9x/Npm1/B4galt5/Rpl5/Cct2/Trim21/Bcl2/Chek2/Ctsh/Cct5/Morc3/Hspd1/Cct4/Ccnh/Prkdc/Trim44/Utp25/Atp1b3/Src/Mcm8/Rpl11/Naa15/Mul1/Phb/Rtn4/Syvn1/Gsn/Gtpbp4/Sirt6/Phb2/Usp25/Pik3r1/Tmem88/Taf9b/Nr1d1/Btrc/Park7/Tnip2/Usp3/Pin1/Aptx/Dnaja3",51
"BP","GO:0070231","T cell apoptotic process","16/2780","58/23210",0.000984556669553911,0.00520898171820559,0.00319752040086905,"Ccl5/Fas/Arg2/Cd274/Pnp/Tnfsf4/Serpinb9/Hif1a/Rps6/Vhl/Siglec1/Bak1/Blm/Tsc22d3/Akt1/Dnaja3",16
"BP","GO:0072665","protein localization to vacuole","16/2780","58/23210",0.000984556669553911,0.00520898171820559,0.00319752040086905,"Tnfaip3/Rock2/Sh3bp4/Vps13a/Vps13c/Smurf1/Vps37c/Vamp7/Vps37b/Rtn4/Lars/Gcc2/BC048403/Vti1a/Vps36/Gosr2",16
"BP","GO:0072678","T cell migration","16/2780","58/23210",0.000984556669553911,0.00520898171820559,0.00319752040086905,"Ccl5/Cxcl10/Gpr183/S1pr1/Lgals9/Tnfsf4/Itga4/Icam1/Cd200/Gpr15/Ccl2/Cxcl16/Ccr2/Spn/Ripor2/Il27ra",16
"BP","GO:0010675","regulation of cellular carbohydrate metabolic process","32/2780","152/23210",0.000994618799483897,0.00525764146266314,0.00322739006331388,"Il6/Nupr1/Igfbp4/Ddb1/Ier3/Sik1/Dgat2/C1qtnf12/Khk/Ptk2b/Pdk3/Wdr5/P2ry1/Slc35b4/Hif1a/Stat3/Enpp1/Src/Myog/Pdk1/Fam3a/Prkce/Ppp4r3b/Pask/Sirt6/Hmgb1/Dyrk2/Ptafr/Nr1d1/Acadm/Fam3c/Akt1",32
"BP","GO:0003018","vascular process in circulatory system","40/2780","203/23210",0.00100866648832782,0.00532726636189819,0.00327012913358829,"Cd38/Ptgs2/Sod2/Adora2a/Rgs2/Ptgs1/Adora2b/Adra1a/Rock2/Pde5a/Add3/Hrh2/Gch1/Kdr/Il18/Adrb2/Ptprm/Edn1/P2ry2/Smad6/Icam1/Alox5/Acta2/Atg5/P2ry1/P2rx4/Hif1a/Tnf/Adm/Pdgfb/Htr1a/Ccl4/Vegfa/Gja1/Klk1b1/Ptafr/Agtr1b/Pde2a/Akt1/Gclc",40
"BP","GO:0002360","T cell lineage commitment","10/2780","28/23210",0.0010139849562839,0.00534143375151633,0.00327882575027496,"Batf/Il6/Slamf6/Bcl2/Rag2/Stat3/Prkdc/Loxl3/Spn/Ly9",10
"BP","GO:0010939","regulation of necrotic cell death","10/2780","28/23210",0.0010139849562839,0.00534143375151633,0.00327882575027496,"Tspo/Peli1/Birc3/Rnf31/Slc25a4/Ybx3/Cflar/Ppif/Spata2/Bnip3",10
"BP","GO:0051307","meiotic chromosome separation","10/2780","28/23210",0.0010139849562839,0.00534143375151633,0.00327882575027496,"Ttk/Ncapd3/Top2a/Ncaph/Mlh1/Eme1/Fancm/Rmi1/Cenpx/Espl1",10
"BP","GO:0008380","RNA splicing","64/2780","364/23210",0.00103258999821997,0.0054347312547006,0.00333609618928211,"Prmt7/Ivns1abp/Prdx6/C1qbp/Htatsf1/Usb1/Npm1/Txnl4b/Lsm2/Psip1/Rest/Snw1/Mbnl1/Ttf2/Srsf7/Ddx1/Setx/Tsen54/Dhx9/Syf2/Syncrip/Gemin6/Dhx38/Snrpd2/Prpf19/Sf3b3/Rps13/Hnrnpa2b1/Clns1a/Prpf8/Celf2/Tsen15/Eif4a3/Clk3/Fmr1/Thrap3/Aar2/Snu13/Pik3r1/Rtcb/Lsm4/Rp9/Snrpe/Scaf11/Tra2b/Rnf219/Thoc3/Gemin5/Thoc1/Srsf6/Snrnp27/Sfpq/Srek1/Rbm25/Ybx1/Srsf3/Dhx40/Clk4/Mtrex/Srsf1/Thoc2/Prpf31/Mettl14/Srsf10",64
"BP","GO:0043666","regulation of phosphoprotein phosphatase activity","15/2780","53/23210",0.001052170252643,0.00553299564517026,0.00339641553962798,"Jak2/Rock2/Vcan/Ppp1r15a/Vrk3/Ppp1r15b/Mastl/Mprip/Tnf/Cd300a/Ppp1r11/Bod1l/Fkbp1a/Slc39a10/Ptpa",15
"BP","GO:0009152","purine ribonucleotide biosynthetic process","43/2780","223/23210",0.00105617450982792,0.00554925224308034,0.00340639461159986,"Acsl1/Nupr1/Adss/Paics/Trem2/Nme3/Slc25a13/Pnp/Myc/Prps1/Pank3/Ier3/Hprt/Ak3/Impdh2/Atic/Aldoc/Prps2/Khk/Pdk3/Gart/Atp5g2/Slc2a6/Adcy7/Nme1/Hif1a/Pank1/Sphk2/Stat3/Hk2/Adpgk/Psen1/Acat1/Atp5g1/Nme2/Myog/Entpd1/Pdk1/Prkag2/Nme4/Sirt6/Pfkp/Pdhx",43
"BP","GO:0001667","ameboidal-type cell migration","70/2780","406/23210",0.00106925034137402,0.00561310261244617,0.00344558900115526,"Ptgs2/Met/Rhoj/Anln/Cd40/Zc3h12a/Adora2b/Timp1/Mef2c/Rock2/Nanos1/Dock1/Tdgf1/Kdr/Rffl/C1qbp/Thbs1/Fgfr1/Arid5b/Anxa1/Ptprm/Pml/Arsb/Pparg/Tgfbr1/Hdac7/Itga4/Lgals8/Mmp12/Cenpv/Emp2/Acta2/Ptk2b/Rcc2/P2rx4/Hmox1/Ctsh/P2ry12/Lrp5/Hif1a/Pdgfb/Anxa3/Mecp2/Fn1/Acvrl1/Src/Glipr2/Pecam1/Vhl/Notch1/Tns1/Rtn4/Serpine1/Prkce/Vegfa/Sema6b/Dcn/Hmgb1/Folr1/Sash1/Coro1b/Pak1/Kank2/Lrp6/Gna12/Kitl/Akt1/Clasp2/Wnt11/Flt4",70
"BP","GO:0010951","negative regulation of endopeptidase activity","36/2780","178/23210",0.00108220950909381,0.00566440256017467,0.00347707934577523,"Ptgs2/Il6/Adora2a/Cst7/Timp1/Naip1/Gas6/Bcl2a1d/Birc3/Rffl/Hgf/Thbs1/Birc5/Dhcr24/Serpinb2/Serpinb6b/Timp2/Serpinb9/Rnf34/Naip2/Serpinb6a/Ddx3x/Serpina3f/Cd44/Cflar/Por/Src/Sh3rf1/Serpina3g/Serpine1/Vegfa/Serpinb1a/Rps6ka3/Park7/Akt1/Dnaja3",36
"BP","GO:0061136","regulation of proteasomal protein catabolic process","36/2780","178/23210",0.00108220950909381,0.00566440256017467,0.00347707934577523,"Plk1/Nupr1/Pbk/Hspa1a/Trem2/Psen2/N4bp1/Rnf19b/Aurka/Tmem67/Styx/Smarcc1/Atxn3/Rnf144b/Psmd10/Rnf180/Usp14/Dab2/Psme2/Psen1/Bbs7/Rpl11/Plk3/Fmr1/Uchl5/Tlk2/Hspbp1/Usp25/Ube2v2/Ubac2/Btrc/Gna12/Park7/Tmtc3/Akt1/Gclc",36
"BP","GO:0032507","maintenance of protein location in cell","19/2780","75/23210",0.00108274975734874,0.00566440256017467,0.00347707934577523,"Tspo/Vps13a/Bbs4/Pml/Vps13c/Syne3/Arl2bp/Sun2/Morc3/Mprip/Rangap1/Hk2/Syne1/Tln1/Epb41l3/Gsn/Tapt1/Park7/Akt1",19
"BP","GO:1900182","positive regulation of protein localization to nucleus","19/2780","75/23210",0.00108274975734874,0.00566440256017467,0.00347707934577523,"Ptgs2/Ect2/Zc3h12a/Cdk1/Parp9/Npm1/Ipo5/Dtx3l/Cav2/Hcls1/Ptpn22/Ran/Src/Psen1/Tpr/Pik3r1/Trim28/Park7/Akt1",19
"BP","GO:0042752","regulation of circadian rhythm","27/2780","122/23210",0.0010945404143428,0.00571737284181404,0.00350959502068914,"Il6/Adora2a/Rock2/Suv39h1/Cdk1/Top2a/Ddb1/Pml/Sik1/Usp9x/Pparg/Cipc/Phlpp1/Per1/Casp1/Kdm5b/Id2/Prkdc/Ezh2/Bhlhe40/Ppp1cc/Thrap3/Klf10/Timeless/Nr1d1/Btrc/Sfpq",27
"BP","GO:0030101","natural killer cell activation","24/2780","104/23210",0.00109475604340706,0.00571737284181404,0.00350959502068914,"Rasgrp1/Slamf1/Il15ra/Stx11/Havcr2/Slamf6/Gas6/Ticam1/Irf1/Il18/Lgals9/Il15/H2-T23/Slamf7/Il12a/Ulbp1/Id2/Ptpn22/Elf4/Vamp7/Mertk/Mill2/Il12b/Unc13d",24
"BP","GO:0036293","response to decreased oxygen levels","44/2780","230/23210",0.00110003449129962,0.00574000830266985,0.00352348974172771,"Nos2/Cd38/Rock2/Suv39h1/Acot2/Kdr/Myc/Il18/Adrb2/Scap/Plekhn1/Pml/Edn1/Plau/Slc11a2/Tacc3/Rest/Casp1/Pdk3/Bcl2/Hmox1/Nr4a2/Hif1a/Atm/Mecp2/Vhl/Notch1/Plk3/Cited2/Vegfb/Pgf/Pdk1/Rtn4/Prkce/Vegfa/Zfp36l1/Cpeb4/Tm9sf4/Alkbh5/Pak1/Raf1/Bnip3/Akt1/Pin1",44
"BP","GO:0050873","brown fat cell differentiation","14/2780","48/23210",0.00110774066560497,0.00577526201218921,0.00354513014315214,"Ptgs2/Cebpb/Rgs2/Itga6/Plac8/Sh2b2/Adrb2/Napepld/Pparg/Fabp4/Pex11a/Bnip3/Ero1l/Zbtb7b",14
"BP","GO:0034142","toll-like receptor 4 signaling pathway","11/2780","33/23210",0.00111039453402931,0.0057841374227628,0.00355057829173672,"Acod1/Nfkbia/Peli1/Ticam2/Ptpn22/Lrrfip2/Prkce/Hmgb1/Pik3ap1/Nr1d1/Lyn",11
"BP","GO:0016073","snRNA metabolic process","13/2780","43/23210",0.00114334860353699,0.00594052663324903,0.00364657741748864,"Usb1/Exosc8/Ints6l/Nop10/Ell/Exosc5/Ell2/Ints7/Ints12/Exosc7/Ints2/Ice1/Ice2",13
"BP","GO:0030490","maturation of SSU-rRNA","13/2780","43/23210",0.00114334860353699,0.00594052663324903,0.00364657741748864,"Srfbp1/Nob1/Rps16/Pwp2/Riok3/Rps21/Utp25/Dhx37/Bms1/Nol11/Rps14/Rps19/Tsr1",13
"BP","GO:0043277","apoptotic cell clearance","13/2780","43/23210",0.00114334860353699,0.00594052663324903,0.00364657741748864,"Marco/C3/Cd300lf/Xkr8/Gas6/Trem2/Lrp1/Thbs1/Tgm2/Ccl2/Ccr2/Mertk/Cd36",13
"BP","GO:2000243","positive regulation of reproductive process","20/2780","81/23210",0.00114504366337608,0.00594425314232552,0.00364886492576583,"Fbxo5/Pde5a/Abcb1a/Il18/C1qbp/Sgo2a/Inhba/Aurka/P2ry2/Lhfpl2/Plau/P2ry1/Lfng/Src/Cdc25b/Cited2/Ptafr/Park7/Hdac2/Cdc25c",20
"BP","GO:0072595","maintenance of protein localization in organelle","12/2780","38/23210",0.00114857424119574,0.0059574938670895,0.00365699271154921,"Tspo/Bbs4/Pml/Arl2bp/Sun2/Morc3/Rangap1/Hk2/Syne1/Tapt1/Park7/Akt1",12
"BP","GO:0018205","peptidyl-lysine modification","61/2780","345/23210",0.0011593166721135,0.00600808699895821,0.00368804917902128,"Lox/Suv39h1/H1f3/Gcsh/Smyd2/Ifih1/Tgm2/Brca2/Lmna/Egr2/Chek1/Eid1/Jarid2/Per1/Msl3/Naa40/Snw1/Mettl8/Atg5/Wdr5/Arid5a/Rif1/Naa50/Atrx/Sphk2/Phf19/Brca1/Mecp2/Atp7a/Jade1/Por/Noc2l/Hdac10/Eef2kmt/Sae1/Loxl3/Ezh2/Sgf29/Rps6ka5/Nsd2/Mul1/Suz12/Ash2l/Kmt5a/Fh1/Eya1/Setdb1/Phf1/Smyd3/Taf7/Pias4/Taf9b/Trim28/Nsd3/Park7/Crtc2/Hdac2/Kansl3/Trim16/Lipt1/Dpy30",61
